단축코드,표준코드,한글종목명,증권그룹구분코드,시가총액 규모 구분 코드 유가,지수업종 대분류 코드,지수 업종 중분류 코드,지수업종 소분류 코드,벤처기업 여부 (Y/N),저유동성종목 여부,KRX 종목 여부,ETP 상품구분코드,KRX100 종목 여부 (Y/N),KRX 자동차 여부,KRX 반도체 여부,KRX 바이오 여부,KRX 은행 여부,기업인수목적회사여부,KRX 에너지 화학 여부,KRX 철강 여부,단기과열종목구분코드,KRX 미디어 통신 여부,KRX 건설 여부,(코스닥)투자주의환기종목여부,KRX 증권 구분,KRX 선박 구분,KRX섹터지수 보험여부,KRX섹터지수 운송여부,"KOSDAQ150지수여부 (Y,N)",주식 기준가,정규 시장 매매 수량 단위,시간외 시장 매매 수량 단위,거래정지 여부,정리매매 여부,관리 종목 여부,시장 경고 구분 코드,시장 경고위험 예고 여부,불성실 공시 여부,우회 상장 여부,락구분 코드,액면가 변경 구분 코드,증자 구분 코드,증거금 비율,신용주문 가능 여부,신용기간,전일 거래량,주식 액면가,주식 상장 일자,상장 주수(천),자본금,결산 월,공모 가격,우선주 구분 코드,공매도과열종목여부,이상급등종목여부,KRX300 종목 여부 (Y/N),매출액,영업이익,경상이익,단기순이익,ROE(자기자본이익률),기준년월,전일기준 시가총액 (억),그룹사 코드,회사신용한도초과여부,담보대출가능여부,대주가능여부
122990,KR7122990005,와이솔,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5420,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,87912,500,20100910,27671,14093470500,12,,0,,N,N,1634,-326,-201,-213,-12,20250630.0,1499,,N,N,N
123010,KR7123010001,아이윈플러스,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1083,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,325466,500,20160720,32658,16329271000,12,,0,,N,N,186,-17,-16,-19,-13,20250630.0,353,,N,N,N
123040,KR7123040008,엠에스오토텍,ST,3.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2140,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,138502,500,20100806,62628,31314149500,12,,0,,N,N,8441,297,-405,-478,-49,20250630.0,1340,,N,N,N
123330,KR7123330003,제닉,ST,2.0,1009,1023,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,21750,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,49457,500,20110803,7968,3984340000,12,,0,,N,N,425,92,90,75,58,20250630.0,1733,,N,N,N
123410,KR7123410003,코리아에프티,ST,3.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5580,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,197159,100,20100827,27841,2784106400,12,,0,,N,N,3983,273,299,252,22,20250630.0,1553,,N,N,N
123420,KR7123420002,위메이드플레이,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8310,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,32114,500,20101110,11469,5734921000,12,,0,,N,N,620,42,198,177,13,20250630.0,953,,N,N,N
123570,KR7123570004,이엠넷,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1998,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,22172,500,20111125,22276,11138039000,12,,0,,N,N,159,-3,11,14,3,20250630.0,445,,N,N,N
123750,KR7123750002,알톤,ST,3.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1422,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,20841,500,20100702,12746,6373148500,12,,0,,N,N,218,12,11,11,11,20250630.0,181,,N,N,N
123840,KR7123840001,뉴온,ST,3.0,1009,1019,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,1015,1,1,N,N,Y,0,N,N,N,0,0,0,100,N,90,67583,1000,20101005,37154,37154307000,12,,0,,N,N,233,-92,-101,-102,-22,20250630.0,377,,N,N,N
123860,KR7123860009,아나패스,ST,2.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,17200,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,38994,500,20101105,12123,6084915000,12,,0,,N,N,1822,200,185,189,30,20241231.0,2085,,N,N,N
124500,KR7124500000,아이티센글로벌,ST,2.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,19700,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,774970,500,20141223,23204,11602263500,12,,0,,N,N,29033,554,621,434,33,20250630.0,4571,,N,N,N
124560,KR7124560004,태웅로직스,ST,3.0,1013,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,2795,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,211033,100,20191210,38720,4022091100,12,,0,,N,N,5585,144,44,14,0,20250630.0,1082,,N,N,Y
125020,KR7125020008,티씨머티리얼즈,ST,3.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,4150,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,215103,500,20250515,35038,17519275000,12,,0,,N,N,3039,109,82,63,12,20241231.0,1454,,N,N,N
125210,KR7125210005,아모그린텍,ST,3.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,6120,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,76298,500,20190329,16496,8248395000,12,,0,,N,N,702,57,32,29,8,20250630.0,1009,,N,N,N
125490,KR7125490003,한라캐스트,ST,0.0,1009,1030,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,10030,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1874862,100,20250820,36502,3650235200,12,,0,,N,N,768,71,19,14,9,20250630.0,3661,,N,N,N
126340,KR7126340009,비나텍,ST,3.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,53300,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,70977,500,20200923,6413,3206834000,12,,0,,N,N,364,-15,-51,-55,-13,20250630.0,3418,,N,N,N
126600,KR7126600006,BGF에코머티리얼즈,ST,3.0,1009,1023,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2770,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,135520,500,20101112,62766,31383449500,12,,0,,N,N,2028,109,66,47,3,20250630.0,1738,,N,N,N
126640,KR7126640002,화신정공,ST,3.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1291,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,156027,100,20100831,36373,3637388700,12,,0,,N,N,3220,13,27,26,2,20241231.0,469,,N,N,N
126700,KR7126700004,하이비젼시스템,ST,2.0,1009,1029,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,14970,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,78058,500,20100910,14942,7471056000,12,,0,,N,N,640,-88,-46,-71,-3,20250630.0,2236,,N,N,N
126730,KR7126730001,코칩,ST,3.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,12610,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,70175,500,20240507,8503,4251730000,12,,0,,N,N,172,9,17,15,6,20250630.0,1072,,N,N,N
126880,KR7126880004,제이엔케이글로벌,ST,3.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4080,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,106359,500,20110131,23204,11602451500,12,,0,,N,N,660,5,4,3,0,20250630.0,946,,N,N,N
127120,KR7127120004,제이에스링크,ST,2.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,20500,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,182414,500,20111226,30032,15016404500,12,,0,,N,N,53,-72,-69,-69,-43,20250630.0,6156,,N,N,N
127710,KR7127710002,아시아경제,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,954,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,34453,500,20150731,34904,17452041000,12,,0,,N,N,341,-10,55,44,9,20250630.0,332,,N,N,N
127980,KR7127980001,화인써키트,ST,3.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,6310,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,6897,100,20230217,11840,1184068400,12,,0,,N,N,498,1,-17,-25,-12,20250630.0,747,,N,N,N
128540,KR7128540002,에코캡,ST,3.0,1009,1030,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1554,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,89644,100,20181205,26690,2669046000,12,,0,,N,N,782,-73,-57,-47,-9,20250630.0,414,,N,N,N
128660,KR7128660008,피제이메탈,ST,3.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2635,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,28739,500,20101213,24803,12401684500,12,,0,,N,N,1714,39,55,41,13,20250630.0,653,,N,N,N
129890,KR7129890000,앱코,ST,3.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,954,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,415412,100,20201202,50643,5064341000,12,,0,,N,N,389,29,30,30,10,20250630.0,483,,N,N,N
129920,KR7129920005,대성하이텍,ST,3.0,1009,1027,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3545,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,29607,100,20220822,13715,1616945300,12,,0,,N,N,472,-17,-64,-53,-16,20250630.0,486,,N,N,N
130500,KR7130500002,GH신소재,ST,3.0,1009,1020,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2475,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,21665,500,20130802,14545,7272526000,12,,0,,N,N,431,38,4,3,0,20250630.0,359,,N,N,N
130580,KR7130580004,나이스디앤비,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5510,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,11232,500,20111222,15400,7700000000,12,,0,,N,N,478,107,108,86,16,20250630.0,848,,N,N,N
130740,KR7130740004,티피씨글로벌,ST,3.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1755,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,46323,500,20110208,11276,5638339500,12,,0,,N,N,386,-11,7,5,1,20250630.0,197,,N,N,N
131030,KR7131030009,옵투스제약,ST,3.0,1009,1024,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6940,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,154308,500,20101203,16153,8282398500,12,,0,,N,N,819,86,121,103,7,20241231.0,1121,,N,N,N
131090,KR7131090003,시큐브,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3845,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,6299,500,20111221,8000,4400000000,12,,0,,N,N,121,34,34,30,7,20241231.0,307,,N,N,N
131100,KR7131100000,티엔엔터테인먼트,ST,3.0,1015,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1314,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,37711,500,20110614,32246,16123362000,12,,0,,N,N,1429,97,6,22,3,20241231.0,423,,N,N,N
131180,KR7131180002,딜리,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,911,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,288257,100,20110131,29350,2935000000,12,,0,,N,N,382,23,63,48,8,20241231.0,267,,N,N,N
131220,KR7131220006,대한과학,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4500,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,10780,500,20111011,7454,3727245000,12,,0,,N,N,347,26,26,22,7,20250630.0,335,,N,N,N
131290,KR7131290009,티에스이,ST,2.0,1009,1029,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,52700,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,91721,500,20110105,11061,5530714500,12,,0,,N,N,2006,179,84,64,4,20250630.0,5829,,N,N,Y
131370,KR7131370009,알서포트,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2640,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,108290,100,20110105,53267,5326708300,12,,0,,N,N,268,46,46,38,8,20250630.0,1406,,N,N,Y
131400,KR7131400004,이브이첨단소재,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1751,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,791114,500,20101227,59591,29795941000,12,,0,,N,N,338,6,-81,-101,-16,20250630.0,1043,,N,N,N
131760,KR7131760001,파인텍,ST,3.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,814,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,318076,500,20150817,43431,21845701000,12,,0,,N,N,185,-11,-25,-28,-14,20250630.0,353,,N,N,N
131970,KR7131970006,두산테스나,ST,2.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,45600,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,236763,500,20131022,19327,9663619000,12,,0,,N,N,3731,379,299,368,9,20241231.0,8813,391,N,N,Y
133750,KR7133750000,메가엠디,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1834,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,26410,500,20151218,23407,11703538500,12,,0,,N,N,181,7,15,12,4,20250630.0,429,,N,N,N
134060,KR7134060003,이퓨쳐,ST,3.0,1015,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4100,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,5448,500,20110427,4769,2384625000,12,,0,,N,N,110,7,24,24,11,20241231.0,195,,N,N,N
134580,KR7134580000,탑코미디어,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2110,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,122989,500,20131126,49294,24647074500,12,,0,,N,N,205,7,6,-2,-1,20250630.0,1040,,N,N,N
136150,KR7136150000,원일티엔아이,ST,2.0,1009,1027,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,22400,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,184426,500,20250509,8381,4190515000,12,,0,,N,N,422,64,83,79,24,20241231.0,1877,,N,N,N
136410,KR7136410008,아셈스,ST,3.0,1009,1023,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,10030,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,30833,500,20220207,11019,5671183000,12,,0,,N,N,313,71,61,52,15,20250630.0,1105,,N,N,N
136480,KR7136480001,하림,ST,2.0,1009,1019,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2875,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,306043,500,20110502,106209,53104851000,12,,0,,N,N,7099,267,405,328,21,20250630.0,3053,HRM,N,N,Y
136540,KR7136540002,윈스테크넷,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,11870,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,24079,500,20110502,12279,6932081000,12,,0,,N,N,398,72,85,67,8,20250630.0,1457,,N,N,N
137080,KR7137080008,나래나노텍,ST,3.0,1009,1027,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3160,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,106587,500,20220208,11059,6435671000,12,,0,,N,N,285,-71,-105,-83,-23,20250630.0,349,,N,N,N
137400,KR7137400008,피엔티,ST,1.0,1009,1027,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,41550,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,173884,500,20120706,23743,11871543000,12,,0,,N,Y,2652,370,235,178,6,20250630.0,9865,,N,N,Y
137940,KR7137940003,넥스트아이,ST,3.0,1009,1029,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,323,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,183180,100,20110614,85368,8752639200,12,,0,,N,N,222,1,38,41,10,20250630.0,275,,N,N,N
137950,KR7137950002,제이씨케미칼,ST,3.0,1009,1023,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3165,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,71854,500,20110808,22267,11133907000,12,,0,,N,N,1705,63,-12,-8,-1,20250630.0,704,,N,N,N
138070,KR7138070008,신진에스엠,ST,3.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2085,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,236945,500,20111128,17503,8751602000,12,,0,,N,N,268,1,-1,-1,0,20250630.0,364,,N,N,N
138080,KR7138080007,오이솔루션,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12800,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,90206,500,20140227,10974,5487142500,12,,0,,N,N,299,-97,-107,-107,-31,20250630.0,1404,,N,N,N
138360,KR7138360003,협진,ST,3.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,919,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,167461,500,20131108,51936,25968382000,12,,0,,N,N,215,-12,58,46,10,20241231.0,477,,N,N,N
138610,KR7138610001,나이벡,ST,2.0,1009,1024,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,38850,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,155492,500,20110713,11359,5679568500,12,,0,,N,N,246,-49,-93,-93,-31,20241231.0,4413,,N,N,N
139050,KR7139050009,BF랩스,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,2805,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20110729,8644,4322275500,12,,0,,N,N,78,-16,-21,-21,-22,20250630.0,242,,N,N,N
139670,KR7139670004,키네마스터,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1925,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,32068,500,20111202,14118,7059405000,12,,0,,N,N,62,4,14,14,12,20250630.0,271,,N,N,N
140070,KR7140070004,서플러스글로벌,ST,3.0,1011,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,2225,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,82332,100,20170125,36988,3698800000,12,,0,,N,N,1037,-18,-62,-20,-2,20250630.0,822,,N,N,N
140410,KR7140410002,메지온,ST,1.0,1006,0,0,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,Y,71600,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,214267,500,20120120,30363,15181957000,12,,0,,N,Y,37,-71,-71,-52,-24,20250630.0,21740,,N,N,N
140430,KR7140430000,카티스,ST,3.0,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,2490,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2221105,100,20240503,19102,1910221900,12,,0,,N,N,317,16,-58,-51,-19,20241231.0,475,,N,N,N
140520,KR7140520008,대창스틸,ST,3.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2090,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,7020,500,20141205,21109,10554621500,12,,0,,N,N,2006,-2,-30,-13,-2,20250630.0,441,,N,N,N
140670,KR7140670001,알에스오토메이션,ST,3.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,12550,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,165278,500,20170811,9303,4651570000,12,,0,,N,N,299,-19,-23,-23,-18,20250630.0,1167,,N,N,N
140860,KR7140860008,파크시스템스,ST,1.0,1009,1029,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,211000,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,148181,500,20151217,6995,3497688500,12,,0,,N,Y,1032,251,212,190,19,20250630.0,14760,,N,N,Y
141000,KR7141000000,비아트론,ST,3.0,1009,1027,0,N,N,Y,,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7730,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,17973,500,20120504,12114,6057355000,12,,0,,N,N,486,113,78,63,7,20250630.0,936,,N,N,N
141080,KR7141080002,리가켐바이오,ST,1.0,1006,0,0,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,Y,148800,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,320374,500,20130510,36610,18305169000,12,,0,,N,Y,842,-102,-116,-116,-1,20250630.0,54476,,N,N,N
142210,KR7142210004,유니트론텍,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5500,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,222779,500,20160202,21010,10505035500,12,,0,,N,N,3779,136,25,9,1,20250630.0,1155,,N,N,N
142280,KR7142280007,녹십자엠에스,ST,3.0,1009,1024,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4125,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,129201,500,20141217,21741,10870963000,12,,0,,N,N,569,16,3,17,9,20250630.0,896,,N,N,N
142760,KR7142760008,모아라이프플러스,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1725,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,690737,500,20160707,39053,19526761000,12,,0,,N,N,54,-23,-84,-84,-51,20250630.0,673,,N,N,N
143160,KR7143160000,아이디스,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,17820,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,16826,500,20110926,10716,5358195000,12,,0,,N,N,1606,93,97,83,5,20250630.0,1909,,N,N,N
143240,KR7143240000,사람인,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12880,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,17791,500,20120221,11709,5854631500,12,,0,,N,N,596,70,75,55,6,20250630.0,1508,,N,N,N
143540,KR7143540003,영우디에스피,ST,3.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,710,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,183372,500,20141029,44599,22299947500,12,,0,,N,N,266,-3,12,1,1,20250630.0,316,,N,N,N
144510,KR7144510005,지씨셀,ST,2.0,1006,0,0,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,23450,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,82548,500,20160623,15800,7900172000,12,,0,,N,N,825,-91,-324,-274,-12,20250630.0,3705,,N,N,Y
144960,KR7144960002,뉴파워프라즈마,ST,2.0,1009,1027,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5950,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,317863,100,20161130,43692,4369262400,12,,0,,N,N,2715,156,15,3,5,20250630.0,2599,,N,N,N
145020,KR7145020004,휴젤,ST,1.0,1009,1024,0,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,Y,214000,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,151031,500,20151224,12304,6587798000,12,,0,,N,Y,2001,956,943,691,16,20250630.0,26330,FN4,N,N,Y
145170,KR7145170007,노브랜드,ST,3.0,1009,1020,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,4165,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,42571,500,20240523,16908,8579202500,12,,0,,N,N,3025,37,33,25,3,20250630.0,704,,N,N,N
146060,KR7146060009,율촌,ST,3.0,1009,1026,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1200,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,98894,100,20230908,24015,2401559500,12,,0,,N,N,392,29,26,26,9,20250630.0,288,,N,N,N
146320,KR7146320007,비씨엔씨,ST,3.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,14250,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,58419,500,20220303,12797,6398961500,12,,0,,N,N,418,15,-9,-11,-3,20250630.0,1823,,N,N,N
147760,KR7147760003,피엠티,ST,3.0,1009,1029,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,2960,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,23120,500,20161212,10819,5409933000,12,,0,,N,N,244,-131,-138,-142,-37,20241231.0,320,,N,N,N
147830,KR7147830004,제룡산업,ST,3.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6150,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,139401,500,20120213,20000,10000000000,12,,0,,N,N,293,41,75,62,8,20241231.0,1230,,N,N,N
148150,KR7148150006,세경하이테크,ST,2.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5270,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,231253,500,20190730,35860,17930214500,12,,0,,N,N,1288,-13,125,131,11,20250630.0,1889,,N,N,Y
148250,KR7148250004,알엔투테크놀로지,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7080,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,921109,500,20160622,9446,4850987500,12,,0,,N,N,92,-10,-6,-6,-3,20250630.0,668,,N,N,N
148780,KR7148780000,비큐AI,ST,3.0,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1490,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,356608,500,20220620,31445,15722862500,12,,0,,N,N,79,-9,-7,-7,-12,20250630.0,468,,N,N,N
148930,KR7148930001,에이치와이티씨,ST,3.0,1009,1026,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3240,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,10292,500,20220809,10175,5087606500,12,,0,,N,N,127,-26,-17,-18,-6,20250630.0,329,,N,N,N
149950,KR7149950008,아바텍,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8870,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,30711,500,20121106,13667,8153750000,12,,0,,N,N,845,58,84,89,6,20241231.0,1212,,N,N,N
