단축코드,표준코드,한글종목명,증권그룹구분코드,시가총액 규모 구분 코드 유가,지수업종 대분류 코드,지수 업종 중분류 코드,지수업종 소분류 코드,벤처기업 여부 (Y/N),저유동성종목 여부,KRX 종목 여부,ETP 상품구분코드,KRX100 종목 여부 (Y/N),KRX 자동차 여부,KRX 반도체 여부,KRX 바이오 여부,KRX 은행 여부,기업인수목적회사여부,KRX 에너지 화학 여부,KRX 철강 여부,단기과열종목구분코드,KRX 미디어 통신 여부,KRX 건설 여부,(코스닥)투자주의환기종목여부,KRX 증권 구분,KRX 선박 구분,KRX섹터지수 보험여부,KRX섹터지수 운송여부,"KOSDAQ150지수여부 (Y,N)",주식 기준가,정규 시장 매매 수량 단위,시간외 시장 매매 수량 단위,거래정지 여부,정리매매 여부,관리 종목 여부,시장 경고 구분 코드,시장 경고위험 예고 여부,불성실 공시 여부,우회 상장 여부,락구분 코드,액면가 변경 구분 코드,증자 구분 코드,증거금 비율,신용주문 가능 여부,신용기간,전일 거래량,주식 액면가,주식 상장 일자,상장 주수(천),자본금,결산 월,공모 가격,우선주 구분 코드,공매도과열종목여부,이상급등종목여부,KRX300 종목 여부 (Y/N),매출액,영업이익,경상이익,단기순이익,ROE(자기자본이익률),기준년월,전일기준 시가총액 (억),그룹사 코드,회사신용한도초과여부,담보대출가능여부,대주가능여부
044780,KR7044780005,에이치케이,ST,3.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1441,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,43731,500,20000907,18505,9252893500,12,,0,,N,N,217,-14,-1,-3,-1,20250630.0,266,,N,N,N
044960,KR7044960003,이글벳,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4050,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,117643,500,20001116,12641,6320941500,12,,0,,N,N,417,35,44,37,8,20241231.0,511,,N,N,N
044990,KR7044990000,에이치엔에스하이텍,ST,3.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,13340,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,16772,500,20241025,8036,4018032000,12,,0,,N,N,603,77,68,60,8,20250930.0,1072,,N,N,N
045060,KR7045060001,오공,ST,3.0,1009,1023,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2300,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,77859,500,20000810,16941,8470987000,12,,0,,N,N,789,22,28,22,4,20250630.0,389,,N,N,N
045100,KR7045100005,한양이엔지,ST,2.0,1006,0,0,N,N,Y,,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,N,20300,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,128652,500,20000831,18000,9000000000,12,,0,,N,N,5590,319,331,254,8,20250630.0,3654,,N,N,N
045300,KR7045300001,성우테크론,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3165,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,27620,500,20011218,10347,5173682500,12,,0,,N,N,213,8,22,20,6,20250630.0,327,,N,N,N
045340,KR7045340007,토탈소프트,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7780,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,63505,500,20020719,8558,4279020000,12,,0,,N,N,207,52,74,61,25,20241231.0,665,,N,N,N
045390,KR7045390002,대아티아이,ST,2.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3720,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,753010,100,20010517,70473,7115152200,12,,0,,N,N,782,49,107,101,15,20250630.0,2621,,N,N,Y
045510,KR7045510005,정원엔시스,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1040,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,20395,500,20000907,32209,16104646000,12,,0,,N,N,842,4,12,7,3,20250630.0,334,,N,N,N
045520,KR7045520004,크린앤사이언스,ST,3.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3535,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,10599,500,20001205,6500,3650000000,12,,0,,N,N,511,23,7,2,2,20250630.0,229,,N,N,N
045660,KR7045660008,에이텍,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,10370,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,22036,500,20010524,8260,4130000000,12,,0,,N,N,609,59,244,196,36,20250630.0,856,,N,N,N
045970,KR7045970001,코아시아,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5850,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,317463,500,20000803,26314,13157438000,12,,0,,N,N,2025,55,-30,-47,-13,20250630.0,1539,,N,N,N
046070,KR7046070009,코다코,ST,3.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,10280,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20001226,15486,7743044500,12,,0,,N,N,1327,14,-17,-17,-17,20250630.0,1591,,N,N,N
046120,KR7046120002,오르비텍,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3885,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,511212,500,20100615,27449,13724743000,12,,0,,N,N,286,-58,67,67,22,20250630.0,1066,,N,N,N
046210,KR7046210001,HLB파나진,ST,3.0,1009,1024,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1663,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,134617,500,20000816,45126,22563359000,12,,0,,N,N,72,-9,6,6,2,20250630.0,750,,N,N,N
046310,KR7046310009,백금T&A,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3020,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,62412,500,20020205,16418,8209320500,12,,0,,N,N,735,51,46,42,8,20250630.0,495,,N,N,N
046390,KR7046390001,삼화네트웍스,ST,3.0,1015,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1286,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,421332,200,20010111,43172,8634586600,12,,0,,N,N,13,-27,-24,-24,-8,20250630.0,555,,N,N,N
046440,KR7046440004,KG모빌리언스,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4760,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,117136,500,20041214,38010,19005401000,12,,0,,N,N,1174,152,140,105,6,20250630.0,1809,,N,N,Y
046890,KR7046890000,서울반도체,ST,2.0,1009,1028,0,N,N,Y,,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,6160,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,166138,500,20020117,58305,29152700000,12,,0,,N,N,4908,-285,-459,-505,-13,20250630.0,3591,,N,N,Y
046940,KR7046940003,우원개발,ST,3.0,1010,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2695,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,66162,500,20020618,18074,9037175000,12,,0,,N,N,1895,131,137,102,19,20250630.0,487,,N,N,N
046970,KR7046970000,우리로,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1324,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2603703,500,20121127,43824,21912499500,12,,0,,N,N,190,-13,-16,-16,-8,20250630.0,580,,N,N,N
047080,KR7047080007,한빛소프트,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1160,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,21315,500,20020110,24822,12411181000,12,,0,,N,N,203,4,18,16,20,20250630.0,287,,N,N,N
047310,KR7047310008,파워로직스,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4060,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,285899,500,20030725,36610,18537602500,12,,0,,N,N,3443,-101,-102,-86,-8,20250630.0,1486,,N,N,N
047560,KR7047560008,이스트소프트,ST,2.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,20250,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,92183,500,20080701,11699,5849796000,12,,0,,N,N,564,-43,-63,-64,-14,20250630.0,2369,,N,N,N
047770,KR7047770003,코데즈컴바인,ST,3.0,1009,1020,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2875,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4107118,500,20010918,37842,18921301000,12,,0,,N,N,178,6,21,22,6,20250630.0,1087,,N,N,N
047820,KR7047820006,초록뱀미디어,ST,3.0,1015,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4990,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,132162,5000,20021224,24453,122269650000,12,,0,,N,N,882,13,-40,-38,-3,20250630.0,1220,,N,N,N
047920,KR7047920004,HLB제약,ST,2.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,16640,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,200461,500,20151221,32799,16399678000,12,,0,,N,N,816,2,27,25,4,20250630.0,5457,,N,N,N
048410,KR7048410005,현대바이오,ST,2.0,1009,1023,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,5020,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,632698,500,20020808,96040,48020480000,12,,0,,N,N,10,-91,-104,-104,-27,20250630.0,4821,,N,N,N
048430,KR7048430003,유라테크,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7610,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,16972,500,20010111,11520,5760000000,12,,0,,N,N,991,25,56,65,9,20250630.0,876,,N,N,N
048470,KR7048470009,대동스틸,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2970,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,25996,500,20020110,10000,5000000000,12,,0,,N,N,1397,-20,4,4,1,20241231.0,297,,N,N,N
048530,KR7048530000,인트론바이오,ST,3.0,1009,1024,0,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,3285,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,187326,500,20110126,34150,17075381000,12,,0,,N,N,24,-38,-31,-31,-8,20250630.0,1121,,N,N,N
048550,KR7048550008,SM C&C,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1257,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,503316,500,20010118,96714,48357310000,12,,0,Y,N,N,388,-42,-35,-28,-7,20250630.0,1215,KAO,N,N,N
048770,KR7048770002,TPC,ST,3.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2055,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,56607,500,20010116,15697,7848995500,12,,0,,N,N,404,-20,-23,-23,-12,20250630.0,322,,N,N,N
048830,KR7048830004,엔피케이,ST,3.0,1009,1023,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1068,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,10496,500,20001012,18723,9361961500,12,,0,,N,N,409,3,5,4,2,20250630.0,199,,N,N,N
048870,KR7048870000,시너지이노베이션,ST,2.0,1009,1029,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2390,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,305404,500,20040813,88106,44053481500,12,,0,,N,N,549,95,82,60,2,20250630.0,2105,,N,N,N
048910,KR7048910004,대원미디어,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7740,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,61682,500,20010731,12578,6319473000,12,,0,,N,N,1460,14,12,5,1,20250630.0,973,,N,N,N
049070,KR7049070006,인탑스,ST,2.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,15220,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,96549,500,20020221,17200,8600000000,12,,0,Y,N,N,3061,-95,-67,-73,-1,20250630.0,2617,,N,N,N
049080,KR7049080005,기가레인,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,614,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,849528,500,20131219,84883,42441673500,12,,0,,N,N,200,-47,-53,-53,-22,20250630.0,521,,N,N,N
049120,KR7049120009,파인디앤씨,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,891,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,80845,500,20010726,53008,26504159500,12,,0,,N,N,438,2,-15,-13,-8,20250630.0,472,,N,N,N
049180,KR7049180003,셀루메드,ST,3.0,1009,1024,0,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,Y,N,N,N,N,N,665,1,1,N,N,Y,0,N,N,N,0,0,0,100,N,90,279046,500,20020523,54957,27478531500,12,,0,,N,N,746,-59,-39,-39,-94,20250630.0,365,,N,N,N
049430,KR7049430002,코메론,ST,3.0,1009,1029,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,10840,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,46005,500,20010116,9048,4524000000,12,,0,,N,N,361,82,141,114,10,20250630.0,980,,N,N,N
049470,KR7049470008,비트플래닛,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1694,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,386153,100,20011011,117724,11772449800,12,,0,,N,N,361,3,-1,-11,-3,20241231.0,1994,,N,N,N
049480,KR7049480007,오픈베이스,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2405,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,335744,500,20010109,31422,15711191500,12,,0,,N,N,882,1,18,14,5,20250630.0,755,,N,N,N
049520,KR7049520000,유아이엘,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2990,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,178965,500,20010802,32247,16373703000,12,,0,,N,N,2185,145,160,95,10,20250630.0,964,,N,N,N
049550,KR7049550007,잉크테크,ST,3.0,1009,1023,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2955,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3111,500,20020228,19606,10104130000,12,,0,,N,N,361,4,-11,-11,-3,20250630.0,579,,N,N,N
049630,KR7049630007,재영솔루텍,ST,3.0,1009,1029,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1301,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,11744514,500,20030124,109344,54672345000,12,,0,,N,N,717,3,-45,-30,-9,20250630.0,1422,,N,N,N
049720,KR7049720006,고려신용정보,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,10390,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,34967,500,20020131,14300,7150000000,12,,0,,N,N,875,75,77,61,23,20250630.0,1485,,N,N,N
049830,KR7049830003,승일,ST,3.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8840,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,232,500,20010118,6132,3066056000,12,,0,,N,N,1444,23,43,37,2,20241231.0,542,,N,N,N
049950,KR7049950009,미래컴퍼니,ST,3.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,16760,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,148839,500,20050104,8817,4408942000,12,,0,,N,N,179,-135,-152,-144,-24,20250630.0,1477,,N,N,N
049960,KR7049960008,쎌바이오텍,ST,3.0,1009,1024,0,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,11740,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,18728,500,20021213,9400,4700000000,12,,0,,N,N,231,26,25,23,4,20250630.0,1103,,N,N,N
050090,KR7050090000,비케이홀딩스,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,962,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,51366,500,20040629,19784,9892367500,12,,0,,N,N,127,-20,-20,-20,-12,20241231.0,190,,N,N,N
050110,KR7050110006,캠시스,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,683,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,562972,500,20010517,73824,36912059000,12,,0,,N,N,2849,-68,-103,-113,-34,20250630.0,504,,N,N,N
050120,KR7050120005,ES큐브,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2890,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,5576,5000,20020425,13564,69092013500,12,,0,,N,N,83,-58,-80,-74,-18,20250630.0,392,,N,N,N
050760,KR7050760008,에스폴리텍,ST,3.0,1009,1023,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1353,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,37174,500,20020516,16334,8167339000,12,,0,,N,N,332,-24,-50,-43,-14,20250630.0,221,,N,N,N
050860,KR7050860006,아세아텍,ST,3.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1884,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,26837,500,20100126,22500,11250000000,6,,0,,N,N,1133,40,33,28,2,20250630.0,423,,N,N,N
050890,KR7050890003,쏠리드,ST,2.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,7620,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2513831,500,20050708,60756,30610820000,12,,0,,N,N,1120,44,18,40,3,20250630.0,4629,,N,N,N
050960,KR7050960004,수산아이앤티,ST,3.0,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,9190,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,15928,500,20161011,6751,3375500000,12,,0,,N,N,267,57,52,44,5,20241231.0,620,,N,N,N
051160,KR7051160000,지어소프트,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6810,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,50413,500,20020528,15474,7737215000,12,,0,,N,N,2960,131,151,125,11,20250630.0,1053,,N,N,N
051360,KR7051360006,토비스,ST,2.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,14230,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,327501,500,20041119,15827,8358529000,12,,0,,N,N,3201,304,238,203,16,20250630.0,2252,,N,N,Y
051370,KR7051370005,인터플렉스,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8680,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,134997,500,20030122,23327,11663736000,12,,0,,N,N,2175,103,111,82,6,20250630.0,2024,632,N,N,Y
051380,KR7051380004,피씨디렉트,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1991,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,76228,500,20020215,15340,7670036000,12,,0,,N,N,3338,19,-9,-7,-2,20241231.0,305,,N,N,N
051390,KR7051390003,YW,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3910,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,5375,500,20011115,11355,5677684000,12,,0,,N,N,105,27,25,20,5,20250630.0,443,,N,N,N
051490,KR7051490001,나라엠앤디,ST,3.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4025,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,46911,500,20010612,14200,7230000000,12,,0,,N,N,866,15,14,7,2,20250630.0,571,,N,N,N
051500,KR7051500007,CJ프레시웨이,ST,2.0,1011,0,0,Y,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,26750,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,75809,1000,20010726,11871,11871586000,12,,0,,N,N,16820,381,216,166,8,20250630.0,3175,720,N,N,N
051780,KR7051780005,큐로홀딩스,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1199,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,195939,500,20010626,23242,11621122500,12,,0,,N,N,295,0,-43,-43,-48,20250630.0,278,,N,N,N
051980,KR7051980001,중앙첨단소재,ST,2.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3170,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2913018,500,20010731,111091,55795854500,12,,0,,N,N,84,-26,-55,-55,-12,20250630.0,3521,,N,N,N
052020,KR7052020005,에스티큐브,ST,2.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,8940,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,660739,500,20010705,67983,33991645500,12,,0,,N,N,27,-107,-100,-100,-22,20250630.0,6077,,N,N,N
052220,KR7052220001,iMBC,ST,3.0,1015,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3205,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,17925212,500,20050121,23000,11500000000,12,,0,,N,N,200,-67,-57,-58,-20,20250630.0,737,,N,N,N
052260,KR7052260007,현대바이오랜드,ST,3.0,1009,1023,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4260,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,65982,500,20010517,30000,15000000000,12,,0,,N,N,683,105,98,-19,-3,20250630.0,1278,Z35,N,N,N
052300,KR7052300001,오션인더블유,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2215,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,57712,5000,20010802,16865,84325715000,12,,0,,N,N,36,-10,596,472,30,20250630.0,373,,N,N,N
052330,KR7052330008,코텍,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8630,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,25396,500,20010710,17761,8880794500,12,,0,,N,N,1787,174,128,106,6,20250630.0,1532,,N,N,N
052400,KR7052400009,코나아이,ST,1.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,45550,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,124675,500,20011018,14563,7779559000,12,,0,,N,N,1255,299,322,246,24,20250630.0,6633,,N,N,Y
052420,KR7052420007,오성첨단소재,ST,3.0,1009,1023,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1485,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,825439,500,20010807,94425,50089266500,12,,0,,N,N,810,147,118,115,10,20250630.0,1402,,N,N,Y
052460,KR7052460003,아이크래프트,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2505,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,71241,500,20050103,14607,7303968000,12,,0,,N,N,697,-24,14,10,6,20250630.0,365,,N,N,N
052600,KR7052600004,한네트,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3805,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,96374,500,20010710,11563,5781850000,12,,0,,N,N,259,42,38,34,9,20241231.0,439,,N,N,N
052670,KR7052670007,제일바이오,ST,3.0,1009,1024,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,2080,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20020124,29129,14564532000,12,,0,,N,N,139,-11,-4,-4,-1,20241231.0,605,,N,N,N
052710,KR7052710001,아모텍,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9100,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,148580,500,20030801,14615,7307554500,12,,0,,N,N,1435,52,113,95,13,20250630.0,1329,,N,N,N
052770,KR7052770005,아이톡시,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,493,1,1,N,N,Y,0,N,N,N,0,0,0,100,N,90,266398,500,20020822,58275,29137549500,12,,0,,N,N,90,-45,-60,-60,-217,20250630.0,287,,N,N,N
052790,KR7052790003,액토즈소프트,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5930,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,9422,500,20010814,11330,5665319000,12,,0,,N,N,230,-20,30,-4,0,20250630.0,671,,N,N,N
052860,KR7052860004,아이앤씨,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2485,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,50851,500,20091006,17862,8931427000,12,,0,,N,N,238,40,40,40,25,20250630.0,443,,N,N,N
052900,KR7052900008,KX하이텍,ST,3.0,1009,1023,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,930,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,147166,500,20050118,65374,32687228000,12,,0,,N,N,600,16,-16,-1,0,20250630.0,607,,N,N,N
053030,KR7053030003,바이넥스,ST,2.0,1009,1024,0,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,Y,14650,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,350530,500,20010807,32684,16342094000,12,,0,,N,N,843,16,7,14,2,20250630.0,4788,,N,N,Y
053050,KR7053050001,지에스이,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2570,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,98108,500,20011011,29987,15304357500,12,,0,,N,N,1556,49,38,36,4,20241231.0,770,,N,N,N
